model,pr_auc,p_at_top5pct,recall_at_precision_010,recall_at_precision_020,recall_at_precision_030,brier_score,ece
stacking_raw,0.2714479949596925,0.2689393939393939,0.7511627906976744,0.37906976744186044,0.3,0.3049474618190015,0.49885770069707897
stacking_platt,0.2714479949596925,0.2689393939393939,0.7511627906976744,0.37906976744186044,0.3,0.03586255053637909,0.008293594453487822
stacking_isotonic,0.2617210947684522,0.2727272727272727,0.6976744186046512,0.34418604651162793,0.3,0.033701547064068915,9.728650035792628e-19
