model,pr_auc,p_at_top5pct,recall_at_precision_010,recall_at_precision_020,recall_at_precision_030,brier_score,ece
stacking_raw,0.10569257101531196,0.1590909090909091,0.45813953488372094,0.04186046511627907,0.0069767441860465115,0.3552603814345866,0.5598653160598596
stacking_platt,0.10569257101531196,0.1590909090909091,0.45813953488372094,0.04186046511627907,0.0069767441860465115,0.03806168434032646,0.003529249272814983
stacking_isotonic,0.10350212257326968,0.16477272727272727,0.4558139534883721,0.02558139534883721,0.0069767441860465115,0.037656541395031815,1.4987379784869724e-18
