model,pr_auc,p_at_top5pct,recall_at_precision_010,recall_at_precision_020,recall_at_precision_030,brier_score,ece
stacking_raw,0.2655573507253953,0.26136363636363635,0.7418604651162791,0.39767441860465114,0.2837209302325581,0.3134925083139293,0.5070619868800104
stacking_platt,0.2655573507253953,0.26136363636363635,0.7418604651162791,0.39767441860465114,0.2837209302325581,0.03589190864286531,0.007387394845071508
stacking_isotonic,0.25348427708202703,0.2746212121212121,0.7348837209302326,0.35348837209302325,0.2558139534883721,0.033862436083076486,9.93899922575571e-19
