model,pr_auc,p_at_top5pct,p_at_top10pct,recall_at_precision_010,recall_at_precision_020,recall_at_precision_030,brier_score,ece
stacking_raw,0.24963372269970913,0.25757575757575757,0.1884469696969697,0.7674418604651163,0.4418604651162791,0.27209302325581397,0.38633819781855405,0.5773346738934668
stacking_platt,0.24963372269970913,0.25757575757575757,0.1884469696969697,0.7674418604651163,0.4418604651162791,0.27209302325581397,0.03608246357728379,0.008100193154918653
stacking_isotonic,0.2430686788207844,0.25946969696969696,0.1893939393939394,0.7488372093023256,0.4325581395348837,0.26046511627906976,0.03416000515496303,8.413967598523354e-19
