model,pr_auc,p_at_top5pct,p_at_top10pct,recall_at_precision_010,recall_at_precision_020,recall_at_precision_030,brier_score,ece
stacking_raw,0.25116791115935216,0.26136363636363635,0.18276515151515152,0.713953488372093,0.40930232558139534,0.2837209302325581,0.33409387981021427,0.5244658267588328
stacking_platt,0.25116791115935216,0.26136363636363635,0.18276515151515152,0.713953488372093,0.40930232558139534,0.2837209302325581,0.03616670983495931,0.006594167272744036
stacking_isotonic,0.23816696036786847,0.2708333333333333,0.1856060606060606,0.6372093023255814,0.34651162790697676,0.23953488372093024,0.03422664540210665,2.8449727942507092e-18
