date,country,y_escalation,y_prob
2024-01-07 00:00:00+00:00,LBY,0,0.90921287462503
2024-02-16 00:00:00+00:00,RUS,0,0.9065551688920341
2024-04-30 00:00:00+00:00,TGO,0,0.9003913656075819
2024-05-04 00:00:00+00:00,GIN,0,0.8941963973506556
2024-01-25 00:00:00+00:00,RUS,0,0.8930586436637595
2024-06-24 00:00:00+00:00,TUR,0,0.8915596778955441
2024-03-18 00:00:00+00:00,TUN,0,0.8911031945763376
2024-03-18 00:00:00+00:00,RUS,0,0.8877170230805507
2024-02-18 00:00:00+00:00,THA,0,0.8849856824604903
2024-02-17 00:00:00+00:00,RUS,0,0.8845159356626641
2024-04-29 00:00:00+00:00,TGO,0,0.8834799991745503
2024-04-03 00:00:00+00:00,UGA,0,0.8832202225409173
2024-04-27 00:00:00+00:00,DZA,0,0.8818068284396284
2024-03-26 00:00:00+00:00,IDN,0,0.8798335256366476
2024-04-27 00:00:00+00:00,TGO,0,0.8775791353987811
2024-04-03 00:00:00+00:00,CAF,0,0.8752511534614622
2024-06-03 00:00:00+00:00,GIN,0,0.8752259953517839
2024-03-31 00:00:00+00:00,LBY,0,0.8742855975994114
2024-01-27 00:00:00+00:00,RUS,0,0.8730888678765439
2024-04-05 00:00:00+00:00,RUS,0,0.8714633630395336
2024-04-07 00:00:00+00:00,ARM,0,0.8684945527613693
2024-05-07 00:00:00+00:00,LBY,0,0.8665360153174576
2024-01-26 00:00:00+00:00,RUS,0,0.8618428825728828
2024-05-06 00:00:00+00:00,IDN,0,0.8583113038919961
2024-06-20 00:00:00+00:00,CAF,0,0.8524421193487296
2024-05-19 00:00:00+00:00,TUR,0,0.85196387330617
2024-05-10 00:00:00+00:00,TCD,0,0.8517504736327317
2024-05-03 00:00:00+00:00,GIN,0,0.8467242016383523
2024-03-23 00:00:00+00:00,IDN,0,0.8460898967232148
2024-06-16 00:00:00+00:00,KGZ,0,0.845186837555974
2024-01-20 00:00:00+00:00,LBY,0,0.8439101437508691
2024-02-19 00:00:00+00:00,GIN,0,0.8415995519046527
2024-03-21 00:00:00+00:00,LBY,0,0.8395863065170133
2024-05-04 00:00:00+00:00,IDN,0,0.8394245389284661
2024-03-24 00:00:00+00:00,EGY,0,0.8334370672071465
2024-01-28 00:00:00+00:00,RUS,0,0.8326997325230279
2024-01-27 00:00:00+00:00,CIV,0,0.8297508584058055
2024-01-01 00:00:00+00:00,TCD,0,0.8289048363086816
2024-05-06 00:00:00+00:00,LBY,0,0.8256512622271297
2024-03-20 00:00:00+00:00,GIN,0,0.824179150441623
2024-04-11 00:00:00+00:00,LBY,0,0.8228318320804832
2024-06-30 00:00:00+00:00,SLE,0,0.822085618024501
2024-05-19 00:00:00+00:00,AZE,0,0.8213469954291553
2024-05-23 00:00:00+00:00,CIV,0,0.8196248155028726
2024-01-30 00:00:00+00:00,MOZ,0,0.8175669599210204
2024-03-31 00:00:00+00:00,CAF,0,0.8159178627158595
2024-02-06 00:00:00+00:00,ZWE,0,0.81559228934842
2024-02-19 00:00:00+00:00,ETH,0,0.8141023458389092
2024-04-24 00:00:00+00:00,ZWE,0,0.8134364375967273
2024-06-22 00:00:00+00:00,TUR,0,0.8127493031519425
2024-06-23 00:00:00+00:00,KGZ,0,0.8121090910317893
2024-06-09 00:00:00+00:00,SOM,0,0.8117947402247796
2024-04-05 00:00:00+00:00,AZE,0,0.8114201947520796
2024-01-06 00:00:00+00:00,LBY,0,0.8095025424736197
2024-02-03 00:00:00+00:00,LBY,0,0.8078613949210955
2024-05-18 00:00:00+00:00,LBY,0,0.8063560187258308
2024-05-06 00:00:00+00:00,TCD,0,0.8060993949924123
2024-02-21 00:00:00+00:00,DZA,0,0.8054041318120707
2024-06-17 00:00:00+00:00,CAF,0,0.8047789835366888
2024-03-14 00:00:00+00:00,TUR,0,0.8045063478105301
2024-03-09 00:00:00+00:00,ZWE,0,0.8044798834200305
2024-03-18 00:00:00+00:00,GIN,0,0.8023417207682235
2024-02-26 00:00:00+00:00,BFA,0,0.7981619598958813
2024-04-26 00:00:00+00:00,SSD,0,0.7974242209916582
2024-04-29 00:00:00+00:00,DZA,0,0.797283997992783
2024-03-11 00:00:00+00:00,TUR,0,0.7968639694166347
2024-05-01 00:00:00+00:00,TGO,0,0.7967505712856998
2024-03-17 00:00:00+00:00,RUS,0,0.7939270071578501
2024-05-16 00:00:00+00:00,TGO,0,0.7893209059728473
2024-02-23 00:00:00+00:00,BFA,0,0.7885119729529062
2024-01-28 00:00:00+00:00,MOZ,0,0.7881682838727616
2024-04-22 00:00:00+00:00,TGO,0,0.7871683774372756
2024-05-05 00:00:00+00:00,IDN,0,0.7866581984805359
2024-06-18 00:00:00+00:00,CAF,0,0.7864235354278929
2024-03-29 00:00:00+00:00,LBY,0,0.7863225077008357
2024-02-10 00:00:00+00:00,AZE,0,0.7843258369742292
2024-01-01 00:00:00+00:00,RUS,0,0.783964879356038
2024-02-24 00:00:00+00:00,CAF,0,0.7837485151732142
2024-04-29 00:00:00+00:00,SSD,0,0.7815951143861263
2024-06-24 00:00:00+00:00,KGZ,0,0.781243176498299
2024-06-02 00:00:00+00:00,COD,0,0.7807863210180115
2024-02-23 00:00:00+00:00,GIN,0,0.7806690692724997
2024-03-30 00:00:00+00:00,CAF,0,0.7803044036666393
2024-02-20 00:00:00+00:00,DZA,0,0.7792683450773924
2024-03-24 00:00:00+00:00,TUN,0,0.7774695454775953
2024-03-09 00:00:00+00:00,TUR,0,0.7762257378137414
2024-02-29 00:00:00+00:00,BFA,0,0.7760986860332251
2024-03-15 00:00:00+00:00,RUS,0,0.7752062287748757
2024-02-22 00:00:00+00:00,IDN,0,0.7749306527876518
2024-05-30 00:00:00+00:00,COD,0,0.7734103008293646
2024-05-04 00:00:00+00:00,COD,0,0.7732840320806312
2024-04-05 00:00:00+00:00,TGO,0,0.773168967403488
2024-03-13 00:00:00+00:00,RUS,0,0.7729107957141479
2024-01-22 00:00:00+00:00,IDN,0,0.7727052384284306
2024-05-12 00:00:00+00:00,TCD,0,0.772699348642393
2024-06-08 00:00:00+00:00,TCD,0,0.769902403403914
2024-06-24 00:00:00+00:00,RUS,0,0.769794906448298
2024-04-15 00:00:00+00:00,ZWE,0,0.7697390593444862
2024-06-03 00:00:00+00:00,IRN,0,0.7692979552912393
2024-06-11 00:00:00+00:00,IDN,0,0.7688728729033593
2024-02-07 00:00:00+00:00,ZWE,0,0.7687713808879741
2024-01-25 00:00:00+00:00,SOM,0,0.7682142401186194
2024-01-29 00:00:00+00:00,COD,0,0.7666878618800611
2024-05-17 00:00:00+00:00,TUR,0,0.7661796231641463
2024-01-02 00:00:00+00:00,LBY,0,0.7652711071642359
2024-05-31 00:00:00+00:00,COD,0,0.7647205865545901
2024-06-11 00:00:00+00:00,TGO,0,0.7644060583426227
2024-05-05 00:00:00+00:00,COD,0,0.7616781072401569
2024-06-09 00:00:00+00:00,TUR,0,0.7611809862098643
2024-02-21 00:00:00+00:00,SDN,0,0.759178847499226
2024-03-16 00:00:00+00:00,SDN,0,0.7589275790647739
2024-04-28 00:00:00+00:00,GIN,0,0.757714916387894
2024-03-04 00:00:00+00:00,TUR,0,0.7565566268497089
2024-02-13 00:00:00+00:00,IND,0,0.7561859423795616
